username,post_id,upvotedAt,voteWeight,isSuperVote
kaitlyn64,post_465,2026-04-22,3,false
davidflores,post_1937,2026-04-18,1,true
christina84,post_170,2026-04-10,2,false
alexander60,post_313,2026-04-28,3,false
williamfrey,post_1910,2026-04-17,1,true
perrycharles,post_1046,2026-04-07,3,true
batesamy,post_679,2026-04-06,1,false
mcdonaldbradley,post_256,2026-04-03,2,true
sharonlittle,post_1171,2026-04-01,2,true
aweaver,post_1535,2026-04-26,1,true
douglaslopez,post_1256,2026-04-14,2,true
lopezkarl,post_1133,2026-04-18,1,false
yolanda25,post_674,2026-04-17,2,false
fstephens,post_1192,2026-04-11,1,true
scottgardner,post_1995,2026-04-24,2,true
wgilmore,post_479,2026-04-03,3,false
ivelasquez,post_1817,2026-04-14,2,false
sandra50,post_1678,2026-04-05,3,false
russellrachel,post_138,2026-04-15,3,false
iholloway,post_1732,2026-04-22,2,true
courtney40,post_104,2026-04-12,3,true
qgray,post_1295,2026-04-11,1,false
zwashington,post_1925,2026-04-06,3,false
lthomas,post_228,2026-04-19,2,true
upierce,post_1945,2026-04-22,3,true
kmosley,post_1964,2026-04-03,3,false
david60,post_1437,2026-04-17,2,false
christinehumphrey,post_715,2026-04-01,3,true
denise31,post_437,2026-04-12,2,true
mckayvanessa,post_273,2026-04-09,2,true
xwilliams,post_1349,2026-04-10,2,false
williamsandre,post_804,2026-04-19,1,false
williamprice,post_1678,2026-04-05,3,true
lynchtrevor,post_76,2026-04-16,3,false
ogriffith,post_495,2026-04-10,1,true
feliciawilliams,post_1582,2026-04-23,2,false
reevesross,post_601,2026-04-17,2,false
samuel06,post_1097,2026-04-23,3,false
jhuffman,post_1406,2026-04-19,2,false
charlotte04,post_1027,2026-04-03,2,true
stacey43,post_1811,2026-04-19,2,false
elaineromero,post_782,2026-04-16,2,false
lisamiranda,post_173,2026-04-16,2,false
rose03,post_1875,2026-04-07,2,false
danielvargas,post_428,2026-04-10,1,false
stricklandsharon,post_1721,2026-04-08,2,true
eric23,post_1919,2026-04-27,1,false
khanson,post_1686,2026-04-05,2,true
mary52,post_1907,2026-04-09,1,true
knightmartin,post_967,2026-04-10,2,true
kennethpetty,post_353,2026-04-21,3,true
thomasandrews,post_1259,2026-04-14,2,true
juliefleming,post_113,2026-04-01,1,false
igalvan,post_1358,2026-04-17,1,true
hodgesdiane,post_409,2026-04-24,2,true
jennifer26,post_90,2026-04-20,3,false
wyoung,post_1803,2026-04-01,1,true
fwilliams,post_377,2026-04-15,1,false
ryanward,post_1290,2026-04-08,3,false
nbass,post_209,2026-04-23,2,true
michael12,post_244,2026-04-12,1,false
melissajackson,post_602,2026-04-21,3,true
joan45,post_1170,2026-04-26,3,false
johngeorge,post_369,2026-04-17,2,true
rubiodalton,post_1393,2026-04-25,1,true
cheryljohnson,post_1372,2026-04-01,3,false
michaelcarpenter,post_557,2026-04-02,2,true
daniel67,post_871,2026-04-01,2,false
smithterri,post_1034,2026-04-07,1,true
jason42,post_1543,2026-04-20,3,true
gonzalezjason,post_737,2026-04-14,1,false
kimberlygross,post_1588,2026-04-28,1,true
leslievelez,post_1750,2026-04-01,2,false
stewartjade,post_1504,2026-04-05,2,true
douglasburgess,post_799,2026-04-16,3,true
dominicmoreno,post_1024,2026-04-06,1,false
beckjonathan,post_1025,2026-04-11,3,false
reedian,post_230,2026-04-13,3,false
randall91,post_278,2026-04-08,3,true
xfuller,post_502,2026-04-27,3,true
jacksonsteven,post_479,2026-04-03,3,true
belindamorris,post_585,2026-04-24,2,true
shermanmelissa,post_1617,2026-04-15,2,false
richardwood,post_1962,2026-04-09,1,false
vhurley,post_898,2026-04-26,3,true
zachary97,post_317,2026-04-21,1,false
jonathanbarber,post_1117,2026-04-08,2,true
john08,post_1380,2026-04-09,1,true
juliathomas,post_130,2026-04-17,1,true
msexton,post_533,2026-04-01,2,false
qreynolds,post_168,2026-04-16,2,false
bgordon,post_327,2026-04-16,2,false
brian88,post_805,2026-04-09,2,true
sean02,post_1555,2026-04-17,3,true
michael58,post_1675,2026-04-14,2,true
lynchdebra,post_1901,2026-04-05,1,false
roberttownsend,post_1163,2026-04-20,2,true
jose13,post_847,2026-04-07,2,false
anthonybullock,post_1795,2026-04-11,3,true
dbarker,post_541,2026-04-09,3,true
melissajackson,post_525,2026-04-11,1,false
ggibson,post_1858,2026-04-16,2,true
josephreed,post_162,2026-04-18,3,true
rebekah84,post_1927,2026-04-16,1,true
lblake,post_957,2026-04-05,2,true
ericpeters,post_1664,2026-04-27,2,false
bradshawann,post_801,2026-04-24,3,true
robertcoffey,post_172,2026-04-21,2,false
cruzsteven,post_69,2026-04-02,3,true
rjones,post_1271,2026-04-28,3,true
caleb38,post_826,2026-04-18,1,true
brandon67,post_1327,2026-04-04,3,true
barnettjennifer,post_510,2026-04-07,1,false
gwright,post_786,2026-04-15,1,false
millermadeline,post_1948,2026-04-28,3,true
chall,post_1969,2026-04-26,1,false
michaelspencer,post_1647,2026-04-12,1,false
tanya25,post_783,2026-04-10,2,true
lthomas,post_516,2026-04-23,1,false
johngeorge,post_231,2026-04-07,2,true
markwilliamson,post_1474,2026-04-08,1,false
lawrence74,post_1586,2026-04-02,1,true
libarra,post_1162,2026-04-21,1,false
george51,post_539,2026-04-27,3,true
crobinson,post_53,2026-04-05,1,false
davisjames,post_1382,2026-04-07,2,true
daniellesilva,post_1225,2026-04-08,1,false
tmartinez,post_1171,2026-04-23,3,true
xgonzalez,post_1670,2026-04-10,2,false
maryritter,post_1679,2026-04-01,1,true
richard99,post_1830,2026-04-12,1,false
amber86,post_1510,2026-04-15,2,false
qbryan,post_328,2026-04-12,1,true
janice76,post_449,2026-04-12,2,true
zmorales,post_1213,2026-04-11,1,false
lunadebbie,post_1200,2026-04-08,2,true
brittany83,post_682,2026-04-12,2,true
deborahsteele,post_1694,2026-04-04,2,true
bryanclark,post_1991,2026-04-22,1,false
timothy23,post_1225,2026-04-18,2,false
freemanjohn,post_1989,2026-04-23,1,false
arandall,post_1742,2026-04-07,1,true
wilsonkrista,post_1438,2026-04-27,1,true
grantkevin,post_1171,2026-04-06,3,false
robertestrada,post_1895,2026-04-15,3,false
rhondaharrison,post_1136,2026-04-08,1,false
ewingjohn,post_1021,2026-04-17,2,false
pdeleon,post_911,2026-04-23,2,true
cody33,post_1071,2026-04-14,3,true
mezavanessa,post_1144,2026-04-27,2,false
ohinton,post_665,2026-04-09,1,true
michellesheppard,post_497,2026-04-05,1,false
ewest,post_307,2026-04-15,2,false
rfloyd,post_1354,2026-04-19,1,true
jimbernard,post_1951,2026-04-08,2,true
vazquezsierra,post_1354,2026-04-24,1,false
ydennis,post_465,2026-04-22,1,true
amandaortega,post_924,2026-04-01,3,true
graypatrick,post_206,2026-04-15,2,true
knoxstephanie,post_1444,2026-04-11,3,true
aeaton,post_1411,2026-04-07,2,false
ikane,post_1298,2026-04-14,1,false
silvajames,post_921,2026-04-14,2,false
olsonmichelle,post_697,2026-04-13,1,false
christinenguyen,post_473,2026-04-24,3,false
tracygregory,post_394,2026-04-07,1,true
holtwilliam,post_1504,2026-04-18,2,true
alexandria14,post_1187,2026-04-20,3,false
cynthia49,post_880,2026-04-19,1,true
carrollkaren,post_775,2026-04-26,3,true
bradleyrandall,post_1984,2026-04-25,1,false
roberthicks,post_1172,2026-04-28,2,false
mooredonald,post_85,2026-04-17,3,true
thompsonmichael,post_1095,2026-04-26,1,false
gmarsh,post_1409,2026-04-19,3,false
woodabigail,post_377,2026-04-25,3,false
leestephanie,post_675,2026-04-22,2,false
erinduke,post_1762,2026-04-15,2,true
dsanchez,post_1699,2026-04-04,1,false
franklong,post_1963,2026-04-06,2,false
tommy14,post_1385,2026-04-05,3,false
elaineromero,post_1453,2026-04-23,1,true
elizabethburke,post_1606,2026-04-21,3,false
kathy83,post_163,2026-04-23,3,true
diazmichael,post_1724,2026-04-25,1,false
lblake,post_749,2026-04-28,1,true
barbaralawrence,post_413,2026-04-14,3,true
keith79,post_767,2026-04-05,1,false
richardbarbara,post_1366,2026-04-18,1,true
darlene83,post_920,2026-04-25,1,true
rickfitzgerald,post_191,2026-04-06,2,false
umassey,post_909,2026-04-14,2,false
aprilkelly,post_737,2026-04-01,3,true
jacobcamacho,post_1316,2026-04-22,3,false
maryhines,post_314,2026-04-21,2,true
waremichael,post_1534,2026-04-10,1,false
kenneth00,post_327,2026-04-25,1,true
rodgersrussell,post_1163,2026-04-25,3,false
wwalker,post_1473,2026-04-08,3,false
patrickflores,post_396,2026-04-05,3,false
edwardsjohn,post_1487,2026-04-08,3,true
qcobb,post_783,2026-04-21,2,false
keith79,post_120,2026-04-11,1,true
danielvargas,post_1192,2026-04-03,1,false
carolyn64,post_1307,2026-04-02,1,true
perezkelli,post_775,2026-04-20,1,true
steinmichael,post_804,2026-04-17,2,true
kgates,post_404,2026-04-01,2,false
xmclaughlin,post_883,2026-04-16,2,true
nicolegardner,post_1847,2026-04-17,3,false
daniel07,post_973,2026-04-11,2,false
leejessica,post_1523,2026-04-02,3,true
perezkaren,post_1039,2026-04-27,2,true
millermadeline,post_1988,2026-04-10,3,true
davidmoore,post_564,2026-04-27,3,false
samueladams,post_1400,2026-04-15,1,true
egriffith,post_1899,2026-04-28,1,true
sharonlittle,post_669,2026-04-15,2,false
leeanthony,post_459,2026-04-23,3,false
zachary69,post_1406,2026-04-20,2,false
rebeccaanderson,post_1544,2026-04-10,2,false
kingshawn,post_1122,2026-04-18,1,false
cunninghamsusan,post_535,2026-04-02,2,true
amy24,post_1535,2026-04-17,1,true
donnahall,post_397,2026-04-01,2,true
kimberlypetty,post_317,2026-04-25,3,false
mreyes,post_1035,2026-04-26,2,true
michael65,post_1845,2026-04-02,2,true
millerbrandon,post_957,2026-04-12,2,true
gloria57,post_1835,2026-04-05,2,true
albertellis,post_909,2026-04-07,1,true
cheyennesutton,post_294,2026-04-25,3,false
barbaralawrence,post_310,2026-04-06,3,false
fdeleon,post_1159,2026-04-07,2,false
ymartinez,post_1247,2026-04-04,2,true
wclark,post_11,2026-04-22,1,true
martinjacob,post_354,2026-04-05,3,true
lvalentine,post_900,2026-04-05,2,false
robertsroberto,post_1000,2026-04-08,2,false
ashort,post_1570,2026-04-06,3,true
collinsdawn,post_1501,2026-04-01,3,false
beckcharles,post_896,2026-04-13,2,false
kathydaugherty,post_1385,2026-04-22,3,false
vparker,post_545,2026-04-02,3,true
kathrynmarsh,post_1766,2026-04-25,3,true
christophermiller,post_986,2026-04-17,1,false
christopherrobinson,post_467,2026-04-21,3,true
tommy14,post_999,2026-04-26,2,true
danielbarrett,post_504,2026-04-18,2,true
paynecheryl,post_964,2026-04-05,1,false
abray,post_1090,2026-04-10,2,true
kerryhernandez,post_723,2026-04-14,3,true
henryrandy,post_1339,2026-04-27,1,false
qcobb,post_1421,2026-04-02,3,false
mcgeerobert,post_861,2026-04-19,2,true
spencermaria,post_839,2026-04-15,1,true
angela71,post_1681,2026-04-03,1,true
richard60,post_1672,2026-04-19,3,false
lutzmary,post_1908,2026-04-01,2,false
paul16,post_1725,2026-04-20,1,true
latoya71,post_1525,2026-04-08,1,false
aliciacarey,post_176,2026-04-08,3,false
zdaniel,post_1070,2026-04-24,2,false
holly60,post_1185,2026-04-24,3,false
wilsoneric,post_1373,2026-04-15,3,true
jnichols,post_1361,2026-04-12,1,true
jcarson,post_312,2026-04-05,2,true
bgeorge,post_636,2026-04-09,2,true
michellesheppard,post_873,2026-04-25,2,false
jeffreymarquez,post_514,2026-04-13,2,true
scollins,post_1028,2026-04-25,1,false
christensenryan,post_1424,2026-04-24,1,false
patrick47,post_119,2026-04-25,3,false
michellesantos,post_90,2026-04-24,2,false
samuelperry,post_1177,2026-04-18,2,true
cyang,post_1888,2026-04-13,2,false
markschroeder,post_902,2026-04-09,2,false
vvargas,post_1197,2026-04-08,2,false
moorekenneth,post_1686,2026-04-17,2,true
larry13,post_1597,2026-04-04,1,true
garymarsh,post_1435,2026-04-25,1,true
lisacrawford,post_151,2026-04-02,2,true
njohnson,post_1231,2026-04-23,2,true
foxtaylor,post_1840,2026-04-01,2,false
michael20,post_192,2026-04-02,2,true
melissa28,post_621,2026-04-21,3,true
morganterry,post_498,2026-04-24,1,true
gravesjohn,post_268,2026-04-06,1,false
rogersanna,post_544,2026-04-08,2,true
wchaney,post_1143,2026-04-17,1,false
benjamin36,post_680,2026-04-22,3,true
stewartmiranda,post_402,2026-04-25,2,true
ronaldjones,post_1034,2026-04-17,2,false
frenchryan,post_335,2026-04-14,1,false
traciwhitehead,post_1141,2026-04-07,1,true
joseph47,post_1388,2026-04-25,3,false
moorehenry,post_53,2026-04-02,3,false
newmanandrea,post_1735,2026-04-02,1,true
ralexander,post_1695,2026-04-13,2,false
simmonsrobert,post_1615,2026-04-21,1,false
hillrichard,post_888,2026-04-03,2,false
jacobjones,post_1277,2026-04-21,2,false
marc83,post_1109,2026-04-26,1,false
tammy14,post_62,2026-04-26,1,false
david60,post_1310,2026-04-18,2,true
jayclayton,post_1608,2026-04-27,2,false
christianmartinez,post_672,2026-04-14,1,true
kathyjohnson,post_131,2026-04-14,1,false
valerie09,post_84,2026-04-16,3,false
mark99,post_809,2026-04-12,1,true
elizabethrogers,post_1307,2026-04-12,3,true
scottvalerie,post_1225,2026-04-17,3,true
paul21,post_534,2026-04-20,1,true
kmcneil,post_1438,2026-04-24,2,false
cbuckley,post_635,2026-04-28,2,false
ashleyhernandez,post_624,2026-04-07,3,true
leenicholas,post_829,2026-04-17,2,false
dannypatel,post_1564,2026-04-24,1,true
fbrown,post_928,2026-04-17,2,true
ewingjohn,post_447,2026-04-23,1,false
robertschristy,post_376,2026-04-06,3,false
christopher95,post_1490,2026-04-23,2,true
morenosharon,post_678,2026-04-06,2,false
nathanielmorrison,post_774,2026-04-27,1,true
carolyn64,post_1152,2026-04-16,3,false
ytorres,post_1229,2026-04-08,2,false
russellmelissa,post_903,2026-04-27,3,true
vincentjames,post_658,2026-04-02,1,false
elizabethrogers,post_533,2026-04-06,2,true
jordanmaria,post_793,2026-04-11,2,false
keiththompson,post_1136,2026-04-16,1,true
vcasey,post_471,2026-04-16,1,false
zclay,post_1829,2026-04-06,2,false
srose,post_245,2026-04-14,3,true
qlopez,post_1349,2026-04-25,3,true
kalexander,post_477,2026-04-08,3,true
johnsonmiguel,post_170,2026-04-07,1,true
smithcrystal,post_710,2026-04-16,3,true
perezkaren,post_1868,2026-04-11,2,false
kelly18,post_1133,2026-04-15,1,false
knelson,post_1889,2026-04-04,1,true
randallwilliams,post_362,2026-04-18,1,false
simsrenee,post_8,2026-04-22,1,false
susanrobles,post_242,2026-04-18,1,true
tony30,post_652,2026-04-04,1,false
jackson36,post_55,2026-04-05,1,true
lauren04,post_701,2026-04-11,3,true
ijimenez,post_1693,2026-04-24,1,true
scruz,post_1130,2026-04-22,2,false
justinproctor,post_744,2026-04-16,3,false
jacksondenise,post_1871,2026-04-14,3,true
vweiss,post_1849,2026-04-09,2,false
foxtaylor,post_303,2026-04-10,1,false
danielshort,post_1737,2026-04-02,1,false
medinachristopher,post_1852,2026-04-28,2,false
freemantimothy,post_635,2026-04-08,3,true
emily13,post_1989,2026-04-27,2,true
wwalker,post_579,2026-04-18,3,false
lovecheryl,post_278,2026-04-07,1,true
travis14,post_1818,2026-04-13,1,true
kmosley,post_1061,2026-04-17,1,true
davissteven,post_962,2026-04-10,1,false
hhawkins,post_193,2026-04-10,3,true
jonathankidd,post_1064,2026-04-14,2,true
bryanbell,post_1520,2026-04-11,3,true
swang,post_1048,2026-04-02,2,true
april82,post_1643,2026-04-20,3,false
jlynn,post_1197,2026-04-17,2,true
alexismckenzie,post_1034,2026-04-13,2,false
emartinez,post_1386,2026-04-10,2,false
mhuang,post_227,2026-04-24,1,false
bwhite,post_1334,2026-04-02,1,true
pamela08,post_652,2026-04-02,3,false
joe25,post_1265,2026-04-20,3,false
vcole,post_813,2026-04-03,2,false
amanda43,post_342,2026-04-16,3,false
rogersanna,post_0,2026-04-01,2,true
johnsonchris,post_974,2026-04-22,1,false
lee81,post_1103,2026-04-12,1,false
bentonalicia,post_1653,2026-04-15,2,true
jenniferbutler,post_1276,2026-04-15,1,false
michael94,post_1063,2026-04-27,3,false
wcarson,post_1385,2026-04-27,2,true
andersonjuan,post_730,2026-04-17,1,false
maryhines,post_884,2026-04-26,1,true
swilliamson,post_231,2026-04-13,2,true
scott48,post_1410,2026-04-08,3,true
marshtyrone,post_44,2026-04-20,3,true
wilsoncrystal,post_793,2026-04-26,1,false
ochang,post_1731,2026-04-01,1,true
pateladam,post_71,2026-04-06,1,false
robert51,post_685,2026-04-09,2,false
ramirezdebbie,post_1652,2026-04-25,3,true
pauljessica,post_1113,2026-04-04,1,false
courtneyrollins,post_210,2026-04-09,3,true
ssandoval,post_1407,2026-04-21,3,true
dominicmoreno,post_956,2026-04-19,2,true
suzanne71,post_1981,2026-04-28,2,true
matthewrhodes,post_473,2026-04-26,3,true
bbrooks,post_343,2026-04-24,2,false
boydholly,post_623,2026-04-11,2,true
elizabethbrooks,post_1897,2026-04-21,3,false
evanslisa,post_930,2026-04-28,3,true
ifloyd,post_102,2026-04-19,3,false
jmelton,post_268,2026-04-10,2,true
chenkylie,post_1571,2026-04-06,3,false
dadams,post_352,2026-04-02,2,true
parkjohnathan,post_1754,2026-04-11,2,true
knelson,post_759,2026-04-17,3,true
bowerslarry,post_336,2026-04-03,1,true
currytimothy,post_931,2026-04-08,2,true
lisamckinney,post_857,2026-04-13,2,false
renee89,post_458,2026-04-14,3,true
duncanmichael,post_1110,2026-04-23,1,true
albertharmon,post_1080,2026-04-18,3,false
uevans,post_1981,2026-04-22,3,false
wgray,post_1863,2026-04-04,1,true
jacob19,post_316,2026-04-17,3,false
james69,post_1620,2026-04-09,3,false
yhooper,post_1927,2026-04-09,3,true
lucaswells,post_1508,2026-04-19,2,true
adamsjeffrey,post_1719,2026-04-08,3,false
kathydaugherty,post_107,2026-04-20,3,false
dylanfowler,post_1604,2026-04-13,3,true
afowler,post_593,2026-04-28,2,true
mckeekelsey,post_570,2026-04-26,1,false
jerrychavez,post_574,2026-04-11,3,false
mcmahondominic,post_1590,2026-04-19,2,false
glennrachel,post_731,2026-04-14,2,true
johndelgado,post_199,2026-04-04,2,false
danielcantu,post_42,2026-04-03,2,true
natasha64,post_340,2026-04-13,1,true
carrrebecca,post_359,2026-04-22,2,false
annholmes,post_1067,2026-04-20,3,false
julia87,post_826,2026-04-22,1,true
ebuckley,post_933,2026-04-27,3,true
pball,post_574,2026-04-12,3,false
wgonzalez,post_1725,2026-04-26,3,false
darrenjoyce,post_748,2026-04-17,2,true
maurice47,post_1829,2026-04-14,1,false
acordova,post_42,2026-04-14,3,false
ivelasquez,post_1068,2026-04-16,1,false
williamsingh,post_1519,2026-04-01,1,true
garciadavid,post_1829,2026-04-03,3,false
duartealexander,post_815,2026-04-17,3,true
phillipbarron,post_167,2026-04-01,1,false
anthony86,post_828,2026-04-19,2,false
freemaneric,post_1033,2026-04-22,3,true
barbara93,post_1565,2026-04-16,2,true
bergmadison,post_708,2026-04-01,1,false
paul41,post_1669,2026-04-15,3,false
toddandrews,post_1523,2026-04-13,2,true
farrelljessica,post_462,2026-04-23,1,true
robert20,post_1354,2026-04-16,3,true
ymcdonald,post_1913,2026-04-11,1,false
shannonjones,post_1367,2026-04-04,2,false
mooredonald,post_98,2026-04-15,2,false
boylemark,post_1887,2026-04-01,3,false
thomasandrews,post_26,2026-04-04,1,false
burtonryan,post_158,2026-04-21,2,true
lsalinas,post_1367,2026-04-24,1,true
thomasscott,post_133,2026-04-11,3,true
lauramitchell,post_1699,2026-04-16,2,false
martineztammy,post_877,2026-04-04,2,false
kingshawn,post_1330,2026-04-08,2,true
gardnerscott,post_1028,2026-04-06,2,false
marylester,post_1593,2026-04-22,1,true
amy49,post_715,2026-04-16,3,true
fweaver,post_1001,2026-04-05,1,true
alan29,post_1481,2026-04-08,3,false
scottflores,post_1898,2026-04-05,2,true
bramos,post_244,2026-04-27,3,false
kfields,post_1012,2026-04-13,1,false
nolanchase,post_1057,2026-04-18,2,false
ijimenez,post_1894,2026-04-16,3,false
dmiller,post_370,2026-04-20,2,true
robinsonebony,post_344,2026-04-24,3,false
daniel06,post_935,2026-04-25,2,false
mooremariah,post_1345,2026-04-15,2,true
ogriffith,post_560,2026-04-01,1,false
hannahjones,post_1436,2026-04-13,2,true
ywalker,post_1078,2026-04-12,3,true
miguelbolton,post_1560,2026-04-04,1,false
mooredavid,post_432,2026-04-05,2,false
michaelyoung,post_451,2026-04-05,3,true
hansenmichael,post_154,2026-04-03,1,true
sshort,post_1497,2026-04-16,2,true
lindsay37,post_379,2026-04-09,3,false
nhunter,post_325,2026-04-25,2,true
fwise,post_1534,2026-04-02,3,false
angieserrano,post_1363,2026-04-12,2,true
iross,post_1230,2026-04-24,3,true
timothy08,post_62,2026-04-08,1,true
mathewlittle,post_1304,2026-04-01,1,true
mccannrobert,post_18,2026-04-17,3,true
lberry,post_1892,2026-04-11,1,false
williamsingh,post_1682,2026-04-17,1,false
laurenhodges,post_619,2026-04-14,3,false
brittany51,post_1901,2026-04-16,2,true
fclements,post_1361,2026-04-25,1,true
qbryan,post_367,2026-04-20,3,false
juliefleming,post_572,2026-04-28,2,true
daniellemejia,post_1991,2026-04-06,1,false
richardwatson,post_1737,2026-04-18,2,true
brandon67,post_1658,2026-04-21,3,true
christopher73,post_758,2026-04-10,3,false
bullockdanielle,post_390,2026-04-22,2,true
richardsonamanda,post_756,2026-04-04,1,true
carlsonrhonda,post_1126,2026-04-27,3,false
moranwhitney,post_371,2026-04-08,3,true
qstevens,post_258,2026-04-15,3,true
zroach,post_1047,2026-04-08,1,true
carrolldaniel,post_21,2026-04-12,2,true
danielvargas,post_244,2026-04-23,3,false
dorseydavid,post_1379,2026-04-12,2,true
znunez,post_172,2026-04-15,1,true
gary55,post_395,2026-04-21,2,false
collinssusan,post_1557,2026-04-06,3,false
rachelward,post_740,2026-04-20,1,true
michaelbates,post_1237,2026-04-26,3,false
yblankenship,post_1118,2026-04-14,1,true
vflores,post_1175,2026-04-02,2,true
howellpatricia,post_857,2026-04-01,3,true
travis67,post_920,2026-04-04,1,false
jeanettebaker,post_717,2026-04-28,2,true
randall91,post_851,2026-04-24,2,true
thompsonjames,post_1881,2026-04-12,2,true
jlynn,post_51,2026-04-16,3,true
donald21,post_1713,2026-04-24,1,false
catherine41,post_496,2026-04-04,1,true
jesseromero,post_1072,2026-04-13,2,true
smithelizabeth,post_288,2026-04-17,1,true
abennett,post_695,2026-04-21,1,false
mariaolson,post_484,2026-04-07,2,true
sandraallen,post_186,2026-04-24,2,false
christopher67,post_1314,2026-04-21,2,true
gregory02,post_1450,2026-04-17,3,true
melissasims,post_677,2026-04-17,3,true
davisjames,post_986,2026-04-14,1,false
brandontyler,post_1842,2026-04-25,1,false
kimberlylawrence,post_689,2026-04-22,2,false
lmoore,post_1486,2026-04-20,3,false
rramos,post_1083,2026-04-19,2,true
johnpowell,post_926,2026-04-03,1,false
matthewrogers,post_423,2026-04-21,3,true
tara56,post_1974,2026-04-22,3,true
ubaker,post_1275,2026-04-12,2,true
eddiebraun,post_642,2026-04-03,2,true
jonathan47,post_775,2026-04-07,1,false
jaime76,post_31,2026-04-27,3,false
sandersnicole,post_132,2026-04-09,3,false
vsteele,post_1843,2026-04-23,1,false
hamiltonnicole,post_550,2026-04-22,1,false
hhawkins,post_1326,2026-04-20,1,false
rgoodwin,post_967,2026-04-10,2,true
onealmarc,post_1578,2026-04-02,3,false
fgreen,post_1034,2026-04-14,1,false
qguerrero,post_664,2026-04-07,2,true
ibarrett,post_1792,2026-04-16,3,true
cookerobert,post_1335,2026-04-06,3,true
linda63,post_1420,2026-04-18,3,true
daniel67,post_1585,2026-04-05,2,false
johngriffin,post_1577,2026-04-20,3,true
sarah10,post_1907,2026-04-23,2,false
cheryl81,post_547,2026-04-22,2,true
rebeccajones,post_1619,2026-04-04,3,false
joshuarojas,post_1994,2026-04-10,3,false
nicolesalas,post_1615,2026-04-21,2,false
amy19,post_1375,2026-04-12,1,false
susan05,post_491,2026-04-26,3,false
vschwartz,post_718,2026-04-22,3,true
cdavenport,post_641,2026-04-09,2,true
danielsamanda,post_1796,2026-04-27,3,true
daniel06,post_189,2026-04-22,2,true
scruz,post_369,2026-04-13,1,false
crystaljackson,post_918,2026-04-07,1,true
kirbykathy,post_1096,2026-04-15,1,true
travis67,post_279,2026-04-22,2,true
doylejoshua,post_1556,2026-04-04,2,true
trobinson,post_1030,2026-04-01,1,true
arielphillips,post_1113,2026-04-21,2,true
nicholas69,post_304,2026-04-08,2,true
jlynn,post_358,2026-04-16,1,true
tlee,post_1597,2026-04-28,2,false
melinda64,post_553,2026-04-27,1,false
donaldbass,post_626,2026-04-11,3,false
shelby50,post_1855,2026-04-19,3,false
dmoreno,post_1669,2026-04-03,3,true
christinemiller,post_201,2026-04-12,1,false
leahperry,post_600,2026-04-21,2,false
ashleybarnes,post_1512,2026-04-28,1,false
carrillobrandi,post_109,2026-04-07,2,true
christopher68,post_352,2026-04-23,2,true
aprilmatthews,post_694,2026-04-11,2,true
collinssusan,post_1177,2026-04-13,1,false
matthew32,post_1439,2026-04-13,1,false
lorraine90,post_663,2026-04-21,2,false
johnmorales,post_829,2026-04-07,1,false
mary04,post_1510,2026-04-10,2,false
jeremiah07,post_699,2026-04-04,3,false
weberjuan,post_107,2026-04-28,1,false
bradley93,post_1276,2026-04-25,3,true
danielsara,post_315,2026-04-25,1,false
scott48,post_1459,2026-04-15,2,true
christopher09,post_193,2026-04-07,1,true
youngshannon,post_633,2026-04-28,3,false
robert20,post_537,2026-04-23,2,false
danielrocha,post_1430,2026-04-16,2,true
ramseynathan,post_573,2026-04-07,1,true
torresdanielle,post_1160,2026-04-25,2,true
amber86,post_958,2026-04-27,3,true
joshua17,post_1312,2026-04-06,2,false
margaretmiller,post_890,2026-04-13,1,true
christopher88,post_1195,2026-04-09,2,false
richardtran,post_1050,2026-04-13,3,false
coxronald,post_957,2026-04-25,2,true
pamprice,post_308,2026-04-23,1,true
hillkevin,post_1938,2026-04-02,3,false
angelapatterson,post_815,2026-04-24,3,false
william30,post_282,2026-04-19,3,false
cruzjoseph,post_208,2026-04-10,1,true
shelly05,post_178,2026-04-07,1,true
hurleyalexandra,post_12,2026-04-17,1,false
adriangarcia,post_1243,2026-04-20,2,true
lhamilton,post_1555,2026-04-07,3,false
collinsryan,post_703,2026-04-12,3,false
jaime76,post_1796,2026-04-03,3,true
daisyhuber,post_889,2026-04-14,1,true
kylebecker,post_1253,2026-04-20,2,false
henryanna,post_1895,2026-04-03,1,true
vflores,post_1597,2026-04-10,2,true
campostimothy,post_126,2026-04-23,2,true
jasonbrown,post_1693,2026-04-20,2,true
vazquezkenneth,post_179,2026-04-27,3,true
vanessa87,post_1919,2026-04-11,1,true
gonzalezmary,post_1106,2026-04-08,1,false
jessica62,post_602,2026-04-15,1,false
phillipschristopher,post_1823,2026-04-19,2,false
brookeking,post_1541,2026-04-06,3,true
lawrencebolton,post_17,2026-04-04,3,true
stephen82,post_1981,2026-04-24,3,false
hesterlaura,post_826,2026-04-26,2,false
coxjames,post_1326,2026-04-17,3,true
barnettjennifer,post_818,2026-04-10,1,true
ymcdonald,post_127,2026-04-22,2,true
mariajacobs,post_1952,2026-04-17,1,true
tromero,post_203,2026-04-15,2,true
spencejeffrey,post_406,2026-04-01,1,true
hernandezwilliam,post_39,2026-04-26,2,true
mjordan,post_762,2026-04-24,3,true
mtanner,post_1306,2026-04-05,1,true
boydjoseph,post_1962,2026-04-28,1,false
jennifer45,post_1600,2026-04-18,3,false
kingtyler,post_1818,2026-04-03,2,false
